episode,episode_reward,score,epsilon,training_loss,moving_average_score,steps,steps_survived,food_collected,terminated,truncated,end_reason,environment_steps,optimizer_updates
1081,-10.35,0,0.430057,0.000573352528994696,1.6,36,35,0,True,False,wall,59994,14749
1082,-10.66,0,0.4294205000000001,0.03469771063400378,1.6,67,66,0,True,False,wall,60061,14766
1083,-10.44,0,0.42899299999999996,0.013610677333252335,1.6,45,44,0,True,False,wall,60106,14777
1084,-0.5999999999999996,10,0.428404,0.02790278159227455,1.7,62,61,1,True,False,wall,60168,14793
1085,8.899999999999963,20,0.42733050000000006,0.047625674025247075,1.8,113,112,2,True,False,wall,60281,14821
1086,-10.34,0,0.426998,0.0003260404240184774,1.7,35,34,0,True,False,wall,60316,14830
1087,-10.51,0,0.426504,0.057060451412466,1.7,52,51,0,True,False,wall,60368,14843
1088,-10.34,0,0.42617150000000004,0.0006156266390462406,1.7,35,34,0,True,False,wall,60403,14851
1089,-10.31,0,0.42586749999999995,0.03713547400548123,1.7,32,31,0,True,False,wall,60435,14859
1090,-11.450000000000001,0,0.42448050000000004,0.02818969743935127,1.7,146,145,0,True,False,wall,60581,14896
1091,-10.51,0,0.42398650000000004,0.022859234212843988,1.7,52,51,0,True,False,wall,60633,14909
1092,-10.74,0,0.42327400000000004,0.0468624931420077,1.7,75,74,0,True,False,wall,60708,14928
1093,-11.47,0,0.421868,0.024403445298761456,1.6,148,147,0,True,False,wall,60856,14965
1094,-10.41,0,0.4214690000000001,0.01507924026082037,1.6,42,41,0,True,False,wall,60898,14975
1095,-10.530000000000001,0,0.4209560000000001,0.031939803397108335,1.6,54,53,0,True,False,wall,60952,14989
1096,-10.18,0,0.4207755000000001,0.00025653469492681324,1.6,19,18,0,True,False,wall,60971,14993
1097,-1.8099999999999916,10,0.4190370000000001,0.026048488513207183,1.7,183,182,1,True,False,wall,61154,15039
1098,-1.0799999999999983,10,0.41799200000000003,0.01612022419015245,1.7,110,109,1,True,False,wall,61264,15067
1099,-10.27,0,0.41772600000000004,0.042856059062095095,1.6,28,27,0,True,False,wall,61292,15074
1100,8.920000000000009,20,0.4166715000000001,0.011291236243710888,1.8,111,110,2,True,False,self,61403,15101
1101,-10.22,0,0.41645299999999996,0.025018896946373086,1.8,23,22,0,True,False,wall,61426,15107
1102,-0.28999999999999915,10,0.4161585000000001,0.018890885228756815,1.7,31,30,1,True,False,wall,61457,15115
1103,-10.790000000000001,0,0.4153985,0.03723102830699645,1.7,80,79,0,True,False,wall,61537,15135
1104,-10.36,0,0.41504700000000005,0.03349496270594601,1.7,37,36,0,True,False,wall,61574,15144
1105,-10.290000000000001,0,0.41476199999999996,0.018909047023043968,1.7,30,29,0,True,False,wall,61604,15152
1106,-11.71,0,0.41312800000000005,0.01755053538938735,1.7,172,171,0,True,False,wall,61776,15195
1107,-10.38,0,0.4127575,0.016690871907889634,1.5,39,38,0,True,False,wall,61815,15204
1108,-0.37999999999999723,10,0.41237749999999995,0.05935777092818171,1.6,40,39,1,True,False,wall,61855,15214
1109,-10.88,0,0.411532,0.013134786548502945,1.6,89,88,0,True,False,wall,61944,15237
1110,-10.21,0,0.411323,0.02978659075452015,1.6,22,21,0,True,False,wall,61966,15242
1111,-10.28,0,0.4110475,0.021113186845988303,1.6,29,28,0,True,False,wall,61995,15249
1112,-10.77,0,0.4103065,0.01519635901786387,1.6,78,77,0,True,False,wall,62073,15269
1113,-10.47,0,0.4098505,0.02496956793766003,1.6,48,47,0,True,False,wall,62121,15281
1114,-11.63,0,0.40829250000000006,0.018308961704350646,1.6,164,163,0,True,False,wall,62285,15322
1115,-10.46,0,0.40784600000000004,0.012612751641427167,1.6,47,46,0,True,False,wall,62332,15334
1116,-10.77,0,0.40710500000000005,0.01604004593958196,1.6,78,77,0,True,False,wall,62410,15353
1117,-10.91,0,0.406231,0.019557656169838636,1.6,92,91,0,True,False,wall,62502,15376
1118,-10.23,0,0.406003,0.025102469260067057,1.6,24,23,0,True,False,wall,62526,15382
1119,8.120000000000015,20,0.40418850000000006,0.009514755101614961,1.8,191,190,2,True,False,wall,62717,15430
1120,-0.5399999999999938,10,0.4036565,0.05290125740949796,1.9,56,55,1,True,False,wall,62773,15444
1121,-10.27,0,0.4033905000000001,0.042761392442376485,1.9,28,27,0,True,False,wall,62801,15451
1122,-10.23,0,0.4031625000000001,0.025034945710406948,1.9,24,23,0,True,False,wall,62825,15457
1123,-10.22,0,0.40294399999999997,0.024965814654327307,1.9,23,22,0,True,False,wall,62848,15463
1124,-10.47,0,0.40248800000000007,0.012860800401540473,1.9,48,47,0,True,False,wall,62896,15475
1125,-10.65,0,0.401861,0.028068598063327954,1.9,66,65,0,True,False,wall,62962,15491
1126,-10.57,0,0.40131000000000006,0.020138037680104994,1.9,58,57,0,True,False,wall,63020,15506
1127,9.179999999999978,20,0.4005025,0.028500198096957148,2.1,85,84,2,True,False,wall,63105,15527
1128,-10.25,0,0.4002555,0.0002832773122160385,2.1,26,25,0,True,False,wall,63131,15533
1129,-10.32,0,0.399942,0.0002991675493022841,2.1,33,32,0,True,False,wall,63164,15542
1130,-10.36,0,0.39959050000000007,0.03283614513929933,2,37,36,0,True,False,wall,63201,15551
1131,-10.5,0,0.39910600000000007,0.011697112404642841,2,51,50,0,True,False,wall,63252,15564
1132,-0.37999999999999723,10,0.398726,0.029654922707413787,2,40,39,1,True,False,wall,63292,15574
1133,-10.44,0,0.3982985,0.01377499714462002,2,45,44,0,True,False,wall,63337,15585
1134,-10.32,0,0.39798500000000003,0.03706814676479553,2,33,32,0,True,False,wall,63370,15593
1135,-10.23,0,0.397757,0.02480418951017782,2,24,23,0,True,False,wall,63394,15599
1136,-10.57,0,0.39720600000000006,0.01032878518065748,2,58,57,0,True,False,wall,63452,15614
1137,8.04000000000001,20,0.39531550000000004,0.03657449633435451,2.2,199,198,2,True,False,wall,63651,15663
1138,9.39999999999998,20,0.394717,0.00038123259491840145,2.4,63,62,2,True,False,wall,63714,15679
1139,-1.0799999999999894,10,0.393672,0.01601320567039823,2.5,110,109,1,True,False,wall,63824,15707
1140,-0.7299999999999933,10,0.39295950000000013,0.016724697260845762,2.6,75,74,1,True,False,wall,63899,15725
1141,-10.18,0,0.3927790000000001,0.00037165540852583944,2.6,19,18,0,True,False,wall,63918,15730
1142,-10.3,0,0.3924845,0.00034857317950809374,2.6,31,30,0,True,False,wall,63949,15738
1143,-0.4099999999999966,10,0.392076,0.02734842607407534,2.6,43,42,1,True,False,wall,63992,15749
1144,-10.93,0,0.39118300000000006,0.0196486347033541,2.6,94,93,0,True,False,wall,64086,15772
1145,-11.330000000000002,0,0.3899100000000001,0.02205564225989613,2.6,134,133,0,True,False,wall,64220,15806
1146,-0.4099999999999966,10,0.38950149999999994,0.0006188059123815037,2.7,43,42,1,True,False,wall,64263,15816
1147,9.089999999999993,20,0.3886085,0.030995945152123266,2.9,94,93,2,True,False,wall,64357,15840
1148,-11.38,0,0.3872880000000001,0.029983322257508657,2.9,139,138,0,True,False,wall,64496,15875
1149,-0.5699999999999878,10,0.3867275000000001,0.01080496789758659,3,59,58,1,True,False,wall,64555,15889
1150,-10.89,0,0.38587250000000006,0.019608317149939703,3,90,89,0,True,False,wall,64645,15912
1151,-10.530000000000001,0,0.3853595000000001,0.02305977896769316,3,54,53,0,True,False,wall,64699,15925
1152,-10.58,0,0.384799,0.0493045981565956,3,59,58,0,True,False,wall,64758,15940
1153,-10.38,0,0.38442849999999995,0.044525164886726996,3,39,38,0,True,False,wall,64797,15950
1154,-10.46,0,0.38398200000000005,0.0003514216441544704,3,47,46,0,True,False,wall,64844,15962
1155,-10.27,0,0.38371600000000006,0.0003395793527098639,3,28,27,0,True,False,wall,64872,15969
1156,-10.33,0,0.3833930000000001,0.0186542072933662,3,34,33,0,True,False,wall,64906,15977
1157,-10.290000000000001,0,0.383108,0.036951275604224065,3,30,29,0,True,False,wall,64936,15985
1158,-10.44,0,0.3826805,0.0003510014992736449,2.9,45,44,0,True,False,wall,64981,15996
1159,-10.42,0,0.38227199999999995,0.0403767141264821,2.8,43,42,0,True,False,wall,65024,16007
1160,-10.22,0,0.38205350000000005,0.0005321886797901243,2.8,23,22,0,True,False,wall,65047,16012
1161,-10.41,0,0.3816545,0.013694503670029173,2.8,42,41,0,True,False,wall,65089,16023
1162,-10.19,0,0.3814645000000001,0.00032857623009476813,2.8,20,19,0,True,False,wall,65109,16028
1163,-10.64,0,0.38084700000000005,0.0462662482241285,2.8,65,64,0,True,False,wall,65174,16044
1164,-0.259999999999998,10,0.38058099999999995,0.021874021668086892,2.9,28,27,1,True,False,wall,65202,16051
1165,-10.8,0,0.37981149999999997,0.015048673715500626,2.9,81,80,0,True,False,wall,65283,16071
1166,-10.4,0,0.37942200000000004,0.0269219640864652,2.9,41,40,0,True,False,wall,65324,16082
1167,-10.38,0,0.3790515,0.033150628855865866,2.9,39,38,0,True,False,wall,65363,16091
1168,-0.6299999999999937,10,0.37843400000000005,0.0003433531819609925,3,65,64,1,True,False,wall,65428,16108
1169,-10.27,0,0.37816799999999995,0.06323376880858891,3,28,27,0,True,False,wall,65456,16115
1170,-10.31,0,0.377864,0.03741609882672492,2.9,32,31,0,True,False,wall,65488,16123
1171,-0.21999999999999886,10,0.37763599999999997,0.0006891881009020532,2.9,24,23,1,True,False,wall,65512,16129
1172,-10.16,0,0.37747450000000005,0.10987375838158187,2.9,17,16,0,True,False,wall,65529,16133
1173,-11.260000000000002,0,0.37626800000000005,0.01423027149940026,2.9,127,126,0,True,False,wall,65656,16165
1174,9.600000000000001,20,0.3758595,0.044363331916974856,3.1,43,42,2,True,False,wall,65699,16175
1175,-10.32,0,0.37554600000000005,0.017079765394252416,3.1,33,32,0,True,False,wall,65732,16184
1176,-0.29999999999999893,10,0.3752420000000001,0.055708466104988474,3.2,32,31,1,True,False,wall,65764,16192
1177,-10.700000000000001,0,0.37456750000000005,0.06085269849213278,3.2,71,70,0,True,False,wall,65835,16209
1178,-10.32,0,0.374254,0.00046080002923392586,3.2,33,32,0,True,False,wall,65868,16218
1179,-11.350000000000001,0,0.372962,0.017644908073313727,3.2,136,135,0,True,False,wall,66004,16252
1180,-10.24,0,0.3727245,0.0003133914603192049,3.2,25,24,0,True,False,wall,66029,16258
1181,-10.22,0,0.372506,0.024631643219133064,3.2,23,22,0,True,False,wall,66052,16264
1182,-10.21,0,0.372297,0.00023612486256752163,3.2,22,21,0,True,False,wall,66074,16269
1183,9.450000000000003,20,0.371746,0.02981945735324795,3.4,58,57,2,True,False,self,66132,16284
1184,-10.17,0,0.3715750000000001,0.0005740958877140656,3.3,18,17,0,True,False,wall,66150,16288
1185,-10.42,0,0.37116650000000007,0.05396169079308906,3.1,43,42,0,True,False,wall,66193,16299
1186,-10.41,0,0.3707675,0.07420383370190393,3.1,42,41,0,True,False,wall,66235,16309
1187,-10.64,0,0.37015,0.026634115207022715,3.1,65,64,0,True,False,wall,66300,16326
1188,-10.12,0,0.37002650000000004,0.04927049086351568,3.1,13,12,0,True,False,wall,66313,16329
1189,-0.8099999999999898,10,0.36923800000000007,0.014414913894142956,3.2,83,82,1,True,False,wall,66396,16350
1190,-10.44,0,0.36881050000000004,0.04071669396415183,3.2,45,44,0,True,False,wall,66441,16361
1191,-10.19,0,0.3686205,0.0296496921160724,3.2,20,19,0,True,False,wall,66461,16366
1192,-0.5299999999999905,10,0.36809800000000004,0.031720325425599834,3.3,55,54,1,True,False,wall,66516,16380
1193,-10.55,0,0.36756600000000006,0.021394851113395168,3.3,56,55,0,True,False,wall,66572,16394
1194,9.74999999999999,20,0.36729999999999996,0.10534223617287353,3.5,28,27,2,True,False,wall,66600,16401
1195,-0.38999999999999346,10,0.36691050000000003,0.04461451534880325,3.6,41,40,1,True,False,wall,66641,16411
1196,-10.26,0,0.36665400000000004,0.04214458625730393,3.6,27,26,0,True,False,wall,66668,16418
1197,-10.25,0,0.36640700000000004,0.07334658353647683,3.5,26,25,0,True,False,wall,66694,16424
1198,-10.450000000000001,0,0.36597,0.012932979511485124,3.4,46,45,0,True,False,wall,66740,16436
1199,-10.32,0,0.36565649999999994,0.018933563151222188,3.4,33,32,0,True,False,wall,66773,16444
1200,-10.33,0,0.3653335,0.03708887461471022,3.2,34,33,0,True,False,wall,66807,16452
1201,-10.31,0,0.3650295,0.036928434114088304,3.2,32,31,0,True,False,wall,66839,16460
1202,9.709999999999987,20,0.36472550000000004,0.0003620405841502361,3.3,32,31,2,True,False,self,66871,16468
1203,-11.39,0,0.3633955000000001,0.01720479782005506,3.3,140,139,0,True,False,wall,67011,16503
1204,-10.16,0,0.36323400000000006,0.05894168217782862,3.3,17,16,0,True,False,wall,67028,16508
1205,-10.860000000000001,0,0.3624075,0.014454168801118309,3.3,87,86,0,True,False,wall,67115,16529
1206,-10.870000000000001,0,0.36157150000000005,0.040535131555357526,3.3,88,87,0,True,False,wall,67203,16551
1207,-0.4199999999999928,10,0.3611535,0.01380470478430983,3.4,44,43,1,True,False,wall,67247,16562
1208,8.909999999999982,20,0.36008950000000006,0.04776719984822973,3.5,112,111,2,True,False,wall,67359,16590
1209,-10.34,0,0.359757,0.01713217411694738,3.5,35,34,0,True,False,wall,67394,16599
1210,-0.9599999999999902,10,0.3588260000000001,0.03597898988286033,3.6,98,97,1,True,False,wall,67492,16624
1211,-0.779999999999994,10,0.358066,0.02269128421758069,3.7,80,79,1,True,False,wall,67572,16644
1212,-1.3299999999999752,10,0.35678350000000003,0.018178306463541405,3.8,135,134,1,True,False,wall,67707,16677
1213,9.339999999999979,20,0.356128,0.024808703633122303,4,69,68,2,True,False,wall,67776,16695
1214,9.299999999999958,20,0.3554345,0.025001989595087554,4.2,73,72,2,True,False,self,67849,16713
1215,-0.28999999999999737,10,0.3551400000000001,0.01891853912457009,4.3,31,30,1,True,False,wall,67880,16721
1216,-10.13,0,0.3550070000000001,0.048626647903195895,4.3,14,13,0,True,False,wall,67894,16724
1217,-10.42,0,0.35459850000000004,0.013453593390295282,4.3,43,42,0,True,False,wall,67937,16735
1218,-1.0699999999999914,10,0.35356300000000007,0.005743278374009403,4.4,109,108,1,True,False,wall,68046,16762
1219,-0.9399999999999942,10,0.35265100000000005,0.03716474941696409,4.3,96,95,1,True,False,wall,68142,16786
1220,-1.7299999999999667,10,0.3509884999999999,0.03414837307222611,4.3,175,174,1,True,False,wall,68317,16830
1221,-10.16,0,0.3508270000000001,0.0005789962015114725,4.3,17,16,0,True,False,wall,68334,16834
1222,9.719999999999985,20,0.3505325,0.05552991011427366,4.5,31,30,2,True,False,self,68365,16842
1223,-10.290000000000001,0,0.35024750000000004,0.021474372404294888,4.5,30,29,0,True,False,wall,68395,16849
1224,-10.22,0,0.35002900000000003,0.049359666256350465,4.5,23,22,0,True,False,wall,68418,16855
1225,-0.7899999999999974,10,0.34925950000000006,0.044598070133361034,4.6,81,80,1,True,False,wall,68499,16875
1226,-10.97,0,0.34832850000000004,0.029855241279583423,4.6,98,97,0,True,False,wall,68597,16900
1227,-10.44,0,0.347901,0.04101215234682472,4.4,45,44,0,True,False,wall,68642,16911
1228,-0.4799999999999951,10,0.347426,0.011782677080750896,4.5,50,49,1,True,False,wall,68692,16924
1229,-1.0399999999999885,10,0.34641900000000003,0.039881358917157814,4.6,106,105,1,True,False,wall,68798,16950
1230,-0.8599999999999977,10,0.345583,0.027090964489616454,4.7,88,87,1,True,False,wall,68886,16972
1231,-10.6,0,0.3450035,0.029766769311390818,4.7,61,60,0,True,False,wall,68947,16987
1232,-10.33,0,0.34468049999999995,0.016496234748046845,4.6,34,33,0,True,False,wall,68981,16996
1233,-10.370000000000001,0,0.3443195000000001,0.03326027134446324,4.6,38,37,0,True,False,wall,69019,17005
1234,-10.84,0,0.34351200000000004,0.04071453060367441,4.6,85,84,0,True,False,wall,69104,17027
1235,-10.19,0,0.343322,0.02968425293220207,4.6,20,19,0,True,False,wall,69124,17032
1236,-10.24,0,0.3430845,0.0004036060830306572,4.6,25,24,0,True,False,wall,69149,17038
1237,-10.22,0,0.342866,0.000359461730113253,4.4,23,22,0,True,False,wall,69172,17044
1238,-10.43,0,0.3424480000000001,0.013665288191987202,4.2,44,43,0,True,False,wall,69216,17055
1239,-10.15,0,0.34229599999999993,0.00038908467831788585,4.1,16,15,0,True,False,wall,69232,17059
1240,-10.22,0,0.34207750000000003,0.00024052250082604588,4,23,22,0,True,False,wall,69255,17064
1241,-10.16,0,0.341916,0.029390900558792055,4,17,16,0,True,False,wall,69272,17069
1242,-1.6499999999999737,10,0.34032950000000006,0.03973227944835543,4.1,167,166,1,True,False,wall,69439,17110
1243,-10.18,0,0.34014900000000003,0.0005042629753006622,4,19,18,0,True,False,wall,69458,17115
1244,-11.4,0,0.3388095,0.03384872832352163,4,141,140,0,True,False,wall,69599,17150
1245,-10.47,0,0.3383535,0.024859227419559222,4,48,47,0,True,False,wall,69647,17162
1246,-10.1,0,0.338249,0.0004700227388336013,3.9,11,10,0,True,False,wall,69658,17165
1247,-10.97,0,0.3373180000000001,0.04172059051110409,3.7,98,97,0,True,False,wall,69756,17190
1248,-10.1,0,0.33721350000000005,0.07265028201800305,3.7,11,10,0,True,False,wall,69767,17192
1249,-10.48,0,0.33674800000000005,0.07965406737863444,3.6,49,48,0,True,False,wall,69816,17205
1250,-10.530000000000001,0,0.33623500000000006,0.0341306002676272,3.6,54,53,0,True,False,wall,69870,17218
1251,-10.370000000000001,0,0.335874,0.015086391122895292,3.6,38,37,0,True,False,wall,69908,17228
1252,-0.35999999999999766,10,0.33551300000000006,0.049458470590050436,3.7,38,37,1,True,False,wall,69946,17237
1253,-10.52,0,0.33500950000000007,0.03428198961997763,3.7,53,52,0,True,False,wall,69999,17250
1254,-11.08,0,0.333974,0.016104749357119936,3.7,109,108,0,True,False,wall,70108,17278
1255,-0.4999999999999929,10,0.33348,0.011796079399153734,3.8,52,51,1,True,False,wall,70160,17291
1256,-0.18999999999999773,10,0.3332805,0.00034246646973770114,3.9,21,20,1,True,False,wall,70181,17296
1257,-10.13,0,0.33314750000000004,0.00032717858751614887,3.9,14,13,0,True,False,wall,70195,17299
1258,-10.25,0,0.33290050000000004,0.00035833032286193756,3.9,26,25,0,True,False,wall,70221,17306
1259,-10.38,0,0.33253,0.015148430044064298,3.9,39,38,0,True,False,wall,70260,17316
1260,-10.14,0,0.33238750000000006,0.049054953968152404,3.9,15,14,0,True,False,wall,70275,17319
1261,-10.13,0,0.3322545,0.03723151956364745,3.9,14,13,0,True,False,wall,70289,17323
1262,9.270000000000003,20,0.3315325,0.039035960998980476,4.1,76,75,2,True,False,wall,70365,17342
1263,-10.19,0,0.3313425000000001,0.0004929974442347884,4.1,20,19,0,True,False,wall,70385,17347
1264,-10.38,0,0.33097200000000004,0.00034990163549082355,4,39,38,0,True,False,wall,70424,17357
1265,-10.13,0,0.330839,0.049593125921091996,4,14,13,0,True,False,wall,70438,17360
1266,-10.72,0,0.3301455,0.041579328406239964,4,73,72,0,True,False,wall,70511,17378
1267,-10.75,0,0.3294235,0.054610094973069956,4,76,75,0,True,False,wall,70587,17397
1268,-0.3699999999999921,10,0.32905300000000004,0.059134435633313845,4,39,38,1,True,False,wall,70626,17407
1269,-10.82,0,0.32826450000000007,0.0006404925231999229,4,83,82,0,True,False,wall,70709,17428
1270,-10.18,0,0.32808400000000004,0.05864572347491048,4,19,18,0,True,False,wall,70728,17433
1271,-10.64,0,0.3274665000000001,0.03683341040778032,3.9,65,64,0,True,False,wall,70793,17449
1272,-0.11999999999999744,10,0.32733350000000005,0.0015379150087634723,4,14,13,1,True,False,wall,70807,17452
1273,-10.950000000000001,0,0.32642150000000003,0.025330175543786027,4,96,95,0,True,False,wall,70903,17476
1274,-10.16,0,0.32626,0.0004390408576000482,3.8,17,16,0,True,False,wall,70920,17481
1275,-10.5,0,0.3257755000000001,0.036869171338670036,3.8,51,50,0,True,False,wall,70971,17493
1276,-10.27,0,0.3255095,0.00044444252853281796,3.7,28,27,0,True,False,wall,70999,17500
1277,-10.18,0,0.325329,0.0007205525005701929,3.7,19,18,0,True,False,wall,71018,17505
1278,-10.27,0,0.3250630000000001,0.06330066716431507,3.7,28,27,0,True,False,wall,71046,17512
1279,-0.2099999999999973,10,0.3248445,0.0737567029670269,3.8,23,22,1,True,False,wall,71069,17518
1280,-11.07,0,0.3238185,0.044106254149314565,3.8,108,107,0,True,False,wall,71177,17545
1281,-10.19,0,0.3236285,0.05943728660931811,3.8,20,19,0,True,False,wall,71197,17550
1282,-11.56,0,0.3221370000000001,0.015459802430063391,3.8,157,156,0,True,False,wall,71354,17589
1283,-10.2,0,0.3219375,0.029653490841155872,3.6,21,20,0,True,False,wall,71375,17594
1284,-10.6,0,0.32135800000000003,0.046235897929364,3.6,61,60,0,True,False,wall,71436,17610
1285,-10.12,0,0.3212345000000001,0.050184848407904305,3.6,13,12,0,True,False,wall,71449,17613
1286,-10.3,0,0.32094,0.00041420879279030487,3.6,31,30,0,True,False,wall,71480,17621
1287,-10.56,0,0.32039850000000003,0.021121619563408394,3.6,57,56,0,True,False,wall,71537,17635
1288,-10.16,0,0.3202370000000001,0.03758201676100725,3.6,17,16,0,True,False,wall,71554,17639
1289,-10.530000000000001,0,0.319724,0.03195765604739011,3.5,54,53,0,True,False,wall,71608,17653
1290,-0.569999999999995,10,0.31916350000000004,0.021062140913272742,3.6,59,58,1,True,False,wall,71667,17667
1291,-10.12,0,0.31904,0.03723790963704232,3.6,13,12,0,True,False,wall,71680,17671
1292,-10.66,0,0.31840349999999995,0.018748690215943498,3.5,67,66,0,True,False,wall,71747,17687
1293,-0.75,10,0.31767200000000007,0.0444997044862248,3.6,77,76,1,True,False,wall,71824,17707
1294,8.119999999999983,20,0.3158575000000001,0.04108903212150797,3.6,191,190,2,True,False,wall,72015,17754
1295,-11.780000000000001,0,0.314157,0.016785537124896006,3.5,179,178,0,True,False,wall,72194,17799
1296,-10.19,0,0.313967,0.0003795354103203863,3.5,20,19,0,True,False,wall,72214,17804
1297,-1.789999999999976,10,0.3122475,0.0264594927012998,3.6,181,180,1,True,False,wall,72395,17849
1298,-10.450000000000001,0,0.3118105,0.061977218989341054,3.6,46,45,0,True,False,wall,72441,17861
1299,-11.48,0,0.3103950000000001,0.024272004416923516,3.6,149,148,0,True,False,wall,72590,17898
1300,-10.24,0,0.3101575000000001,0.07308839156272977,3.6,25,24,0,True,False,wall,72615,17904
1301,-0.15999999999999837,10,0.30998650000000005,0.03004420564393513,3.7,18,17,1,True,False,wall,72633,17909
1302,-10.450000000000001,0,0.30954950000000003,0.0003463935665257106,3.5,46,45,0,True,False,wall,72679,17920
1303,-10.88,0,0.3087040000000001,0.013011756055082356,3.5,89,88,0,True,False,wall,72768,17943
1304,-0.15000000000000036,10,0.30854250000000005,0.0003205277425877284,3.6,17,16,1,True,False,wall,72785,17947
1305,-10.2,0,0.30834300000000003,0.00031605757831130175,3.6,21,20,0,True,False,wall,72806,17952
1306,-0.4299999999999926,10,0.3079155,0.026920384202226574,3.7,45,44,1,True,False,wall,72851,17963
1307,-10.21,0,0.3077065,0.04887103481208518,3.6,22,21,0,True,False,wall,72873,17969
1308,-10.28,0,0.307431,0.021461234922753647,3.4,29,28,0,True,False,wall,72902,17976
1309,-10.42,0,0.3070225,0.0535505644088103,3.4,43,42,0,True,False,wall,72945,17987
1310,-11.56,0,0.305531,0.030603827054549653,3.3,157,156,0,True,False,wall,73102,18026
1311,17.24999999999973,30,0.3028805000000001,0.0214348266651671,3.5,279,278,3,True,False,self,73381,18096
1312,-0.5799999999999947,10,0.30231050000000004,0.039236697898983645,3.5,60,59,1,True,False,wall,73441,18111
1313,-10.4,0,0.301921,0.029873747960664332,3.3,41,40,0,True,False,wall,73482,18121
1314,-10.1,0,0.30181650000000004,0.00036333372311977047,3.1,11,10,0,True,False,wall,73493,18124
1315,-0.9199999999999822,10,0.3009235,0.05753905989189187,3.1,94,93,1,True,False,wall,73587,18147
1316,-10.59,0,0.30035350000000005,0.010240178848228728,3.1,60,59,0,True,False,wall,73647,18162
1317,-10.36,0,0.300002,0.02945581548847258,3.1,37,36,0,True,False,wall,73684,18172
1318,-1.5099999999999785,10,0.2985485000000001,0.035226271954965534,3.1,153,152,1,True,False,wall,73837,18210
1319,-10.32,0,0.29823500000000003,0.03711276075046044,3,33,32,0,True,False,wall,73870,18218
1320,-10.21,0,0.298026,0.024330506193412777,2.9,22,21,0,True,False,wall,73892,18224
1321,7.989999999999906,20,0.29608800000000013,0.017606567215361614,3.1,204,203,2,True,False,self,74096,18275
1322,-1.1999999999999797,10,0.2949290000000001,0.03967423790891189,3,122,121,1,True,False,wall,74218,18305
1323,-1.5600000000000005,10,0.293428,0.04086082548892591,3.1,158,157,1,True,False,wall,74376,18345
1324,-10.35,0,0.29308600000000007,0.04992716639794202,3.1,36,35,0,True,False,wall,74412,18354
1325,-10.31,0,0.292782,0.01857762618237757,3,32,31,0,True,False,wall,74444,18362
1326,-0.5899999999999999,10,0.29220250000000003,0.029380510213862485,3.1,61,60,1,True,False,wall,74505,18377
1327,-0.699999999999994,10,0.2915185,0.04142369866733336,3.2,72,71,1,True,False,wall,74577,18395
1328,-10.19,0,0.2913285,0.059313798672519624,3.1,20,19,0,True,False,wall,74597,18400
1329,-10.17,0,0.29115750000000007,0.10964522055292036,3,18,17,0,True,False,wall,74615,18404
1330,-10.2,0,0.29095800000000005,0.024917404788235824,2.9,21,20,0,True,False,wall,74636,18410
1331,-10.12,0,0.2908345,0.04923730306715394,2.9,13,12,0,True,False,wall,74649,18413
1332,9.619999999999994,20,0.29044500000000006,0.0004883771063759923,3.1,41,40,2,True,False,wall,74690,18423
1333,-0.6799999999999908,10,0.28978000000000004,0.04115418204471805,3.2,70,69,1,True,False,wall,74760,18441
1334,-0.779999999999994,10,0.28902000000000005,0.015122674354643095,3.3,80,79,1,True,False,wall,74840,18461
1335,-0.42999999999999616,10,0.28859250000000003,0.08004718145821244,3.4,45,44,1,True,False,wall,74885,18472
1336,9.259999999999991,20,0.28786100000000003,0.06235874043762267,3.6,77,76,2,True,False,self,74962,18491
1337,-0.17999999999999616,10,0.287671,0.02919585257768631,3.7,20,19,1,True,False,wall,74982,18496
1338,-10.18,0,0.2874905000000001,0.029896540142362937,3.7,19,18,0,True,False,wall,75001,18501
1339,-10.2,0,0.2872910000000001,0.03028034690069035,3.7,21,20,0,True,False,wall,75022,18506
1340,-10.25,0,0.28704399999999997,0.021338587244307355,3.7,26,25,0,True,False,wall,75048,18513
1341,-10.34,0,0.2867115,0.03715563012519851,3.7,35,34,0,True,False,wall,75083,18521
1342,-10.17,0,0.2865405000000001,0.0007133540930226445,3.6,18,17,0,True,False,wall,75101,18526
1343,-10.47,0,0.2860845000000001,0.03698155306725918,3.6,48,47,0,True,False,wall,75149,18538
1344,-10.74,0,0.28537200000000007,0.05443513566952836,3.6,75,74,0,True,False,wall,75224,18557
1345,18.879999999999995,30,0.28427,0.06114003405271997,3.9,116,115,3,True,False,self,75340,18586
1346,-0.389999999999997,10,0.2838805000000001,0.01530895145260729,4,41,40,1,True,False,wall,75381,18596
1347,-10.88,0,0.28303500000000004,0.08052317398224576,4,89,88,0,True,False,wall,75470,18618
1348,-10.56,0,0.28249350000000006,0.021400906216253394,4,57,56,0,True,False,wall,75527,18632
1349,-10.870000000000001,0,0.2816575,0.0538520308155884,4,88,87,0,True,False,wall,75615,18654
1350,-10.15,0,0.28150549999999996,0.00047817783342907205,4,16,15,0,True,False,wall,75631,18658
1351,-10.860000000000001,0,0.2806790000000001,0.02049898273650218,4,87,86,0,True,False,wall,75718,18680
1352,-10.32,0,0.28036550000000005,0.05537286549952114,3.9,33,32,0,True,False,wall,75751,18688
1353,-10.540000000000001,0,0.27984300000000006,0.03220464000644695,3.9,55,54,0,True,False,wall,75806,18702
