policy,seed,assistance,score,food_collected,steps,steps_survived,turn_ratio,terminated,truncated,won,end_reason,max_length,max_occupancy_percent,reached_half,ordered_requested_step,ordered_locked_step,ordered_steps,recovery_steps,repeated_states,max_repeated_cycle_length,repeated_ordered_states,unexpected_ordered_fallbacks,ordered_progress_errors,collision_after_requested,collision_after_locked,no_food_after_requested,steps_half_to_win,elapsed_seconds,overrides,max_decision_ms
Classic,safety-2,True,1250,125,3000,3000,0.24833333333333332,False,True,False,evaluation_step_limit,128,32,False,,,0,0,0,0,0,0,0,False,False,False,,0.16809720000000017,954,0.7901999999994587
Classic,safety-3,True,1270,127,3000,3000,0.23866666666666667,False,True,False,evaluation_step_limit,130,32.5,False,,,0,0,0,0,0,0,0,False,False,False,,0.1695098000000007,962,0.3753999999998996
Classic,safety-4,True,1320,132,3000,3000,0.224,False,True,False,evaluation_step_limit,135,33.75,False,,,0,0,0,0,0,0,0,False,False,False,,0.15523329999999988,846,0.403400000000147
Classic,safety-5,True,1220,122,3000,3000,0.22133333333333333,False,True,False,evaluation_step_limit,125,31.25,False,,,0,0,0,0,0,0,0,False,False,False,,0.16754920000000037,998,0.48149999999986903
Classic,safety-6,True,1330,133,3000,3000,0.19933333333333333,False,True,False,evaluation_step_limit,136,34,False,,,0,0,0,0,0,0,0,False,False,False,,0.16008030000000054,926,0.46079999999983556
Classic,safety-7,True,1320,132,3000,3000,0.213,False,True,False,evaluation_step_limit,135,33.75,False,,,0,0,0,0,0,0,0,False,False,False,,0.15970319999999993,954,0.37590000000000146
Classic,safety-8,True,1360,136,3000,3000,0.21033333333333334,False,True,False,evaluation_step_limit,139,34.75,False,,,0,0,0,0,0,0,0,False,False,False,,0.16014109999999981,934,0.39620000000013533
Classic,safety-9,True,1240,124,3000,3000,0.21133333333333335,False,True,False,evaluation_step_limit,127,31.75,False,,,0,0,0,0,0,0,0,False,False,False,,0.1698734000000004,909,0.5479999999997744
Classic,safety-10,True,1190,119,3000,3000,0.203,False,True,False,evaluation_step_limit,122,30.5,False,,,0,0,0,0,0,0,0,False,False,False,,0.19190840000000026,958,0.4624000000003434
Classic,safety-11,True,1340,134,3000,3000,0.227,False,True,False,evaluation_step_limit,137,34.25,False,,,0,0,0,0,0,0,0,False,False,False,,0.15496100000000024,977,0.4260999999996784
Classic,safety-12,True,1270,127,3000,3000,0.211,False,True,False,evaluation_step_limit,130,32.5,False,,,0,0,0,0,0,0,0,False,False,False,,0.1718102999999992,922,0.45720000000073924
Classic,safety-13,True,1200,120,3000,3000,0.26466666666666666,False,True,False,evaluation_step_limit,123,30.75,False,,,0,0,0,0,0,0,0,False,False,False,,0.18507740000000011,956,0.6956000000000131
Classic,safety-14,True,1310,131,3000,3000,0.22066666666666668,False,True,False,evaluation_step_limit,134,33.5,False,,,0,0,0,0,0,0,0,False,False,False,,0.1644323000000004,940,0.48149999999986903
